Country,OptIn Date,Agree,AgeGroup,City,Gender,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,PandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Blurred vision,Experience_Clammy skin,Experience_Concentration loss,Experience_Confusion,Experience_Dizziness,Experience_Fatigue,Experience_Feeling hot,Experience_Feeling listless/lack of engagement with social activities/family,Experience_Feeling sweaty,Experience_Feeling thirsty,Experience_Headache,Experience_Irrational behaviour,Experience_Muscle cramps,Experience_Muscle weakness,Experience_Nausea,Experience_Poor quality of sleep,Experience_Rash,Experience_Vomiting,Experience_98,Experience_99,ExperienceBeforeHeat (Confusion),ExperienceBeforeHeat (Feeling listless/lack of engagement with social activities/family),ExperienceBeforeHeat (Dizziness),ExperienceBeforeHeat (Feeling thirsty),ExperienceBeforeHeat (Nausea),ExperienceBeforeHeat (Fatigue),ExperienceBeforeHeat (Headache),ExperienceBeforeHeat (Feeling hot),ExperienceBeforeHeat (Muscle cramps),ExperienceBeforeHeat (Poor quality of sleep),ExperienceBeforeHeat (Feeling sweaty),ExperienceBeforeHeat (Muscle weakness),ExperienceBeforeHeat (Clammy skin),ExperienceBeforeHeat,ExperienceBeforeHeat (Concentration loss),ExperienceBeforeHeat (Blurred vision),ExperienceBeforeHeat (Rash),ExperienceBeforeHeat (Vomiting),ExperienceBeforeHeat (Irrational behaviour),FeelingMore,PhysicalConflict,HeatAffect
Indonesia,30/06/2020,Yes,25-34,Jakarta,MALE,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,OTHER,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,WOOD/BAMBOO,2,5,YES,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,HOT,COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,NO,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,30/06/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,6,5,YES,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,DON'T KNOW,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,DON'T KNOW,,,,,,,,,,,,DON'T KNOW,,,,,,DON'T KNOW,NO,MORE
Indonesia,06/07/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,20,OTHER,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,4,7,YES,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,NEUTRAL,SLIGHTLY WARM,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,MAYBE,,,,,,,,,,,,,REFUSED,NO,ABOUT THE SAME
Indonesia,08/07/2020,Yes,25-34,Jakarta,FEMALE,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,OTHER,9,BOTTLES,OTHER,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,4,3,YES,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,NEUTRAL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,ABOUT THE SAME
Indonesia,02/07/2020,Yes,25-34,Jakarta,FEMALE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,2,4,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,YES,,,YES,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,08/07/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,TABLE FAN,OTHER,7,OTHER,OTHER,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,5,YES,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY INCREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,COOL,SLIGHTLY COOL,INTOLERABLE,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,NO,YES,,NO,,,,,,,,,,,,,,IMPATIENT,ABOUT THE SAME,ABOUT THE SAME
Indonesia,29/06/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,CEILING FAN,OTHER,8,OTHER,OTHER,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,10,4,NO,OTHER,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,HOT,HOT,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,REFUSED,NO,ABOUT THE SAME
Indonesia,29/06/2020,Yes,35+,Jakarta,FEMALE,BUSINESS/SELF-EMPLOYED,NO,OTHER,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,REINFORCED CONCRETE,ASPHALTED FLOOR,2,4,DON'T KNOW,OTHER,SIGNIFICANTLY DECREASED,DON'T KNOW,NO CHANGE - IT IS ENOUGH,DON'T KNOW,DON'T KNOW,DON'T KNOW,NEUTRAL,HOT,INTOLERABLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NO,,,,,,,,,,,,,,,,,,,DON'T KNOW,DON'T KNOW,DON'T KNOW
Indonesia,06/07/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,CEILING FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,7,5,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,WARM,WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,30/06/2020,Yes,35+,Jakarta,MALE,Other[Specify],NO,OTHER,INFORMAL CONNECTION,8,OTHER,OTHER,2,PALM FRONDS,BAMBOO POLES OR WOOD,CEMENT,4,5,YES,HALF OF THE DAY,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,,,,,,,,,,,IMPATIENT,ABOUT THE SAME,MORE
Indonesia,30/06/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,8,OTHER,COMMUNAL OR STREET-END TAP,1,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,4,YES,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,NO,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME
Indonesia,06/07/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,CEILING FAN,OTHER,24,OTHER,OTHER,3,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,4,7,YES,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,HOT,HOT,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME
Indonesia,03/07/2020,Yes,25-34,Jakarta,MALE,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,OTHER,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,WOODEN SHINGLES,REINFORCED CONCRETE,OTHER,1,3,YES,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,YES,,,,,,,,,,,,,IRRITABLE,NO,MORE
Indonesia,01/07/2020,Yes,25-34,Jakarta,MALE,PAID LABOR/WAGE,NO,CEILING FAN,OTHER,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,DRIED CLAY,BAMBOO POLES OR WOOD,CERAMIC TILES,1,3,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,DON'T KNOW,HARDER,DON'T KNOW,HOT,PERFECTLY TOLERABLE,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,YES,,,,YES,,,,,UNHAPPY,NO,LESS
Indonesia,07/07/2020,Yes,25-34,Jakarta,FEMALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,2,OTHER,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,3,NO,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,CAN'T REMEMBER,,,,,,,,,,,,IRRITABLE,ABOUT THE SAME,MORE
Indonesia,02/07/2020,Yes,18-24,Jakarta,MALE,Other[Specify],NO,TABLE FAN,OTHER,24,BOTTLES,OTHER,3,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,4,7,NO,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,HOT,WARM,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,30/06/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,REFRIGERATOR,INFORMAL CONNECTION,14,OTHER,COMMUNAL OR STREET-END TAP,3,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,6,5,NO,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,COMFORTABLE,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,ABOUT THE SAME
Indonesia,02/07/2020,Yes,35+,Jakarta,FEMALE,EMPLOYED IN PRIVATE COMPANY,NO,REFRIGERATOR,OTHER,12,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,3,YES,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,HOT,WARM,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE
Indonesia,30/06/2020,Yes,25-34,Jakarta,MALE,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,OTHER,24,BOTTLES,COMMUNAL OR STREET-END TAP,3,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,3,7,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,VERY HOT,PERFECTLY TOLERABLE,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,YES,,,,,,,,,,,,IRRITABLE,NO,ABOUT THE SAME
Indonesia,29/06/2020,Yes,25-34,Jakarta,FEMALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,7,BOTTLES,COMMUNAL OR STREET-END TAP,3,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,7,5,NO,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,NEUTRAL,DON'T KNOW,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,YES,,,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME
Indonesia,29/06/2020,Yes,25-34,Jakarta,MALE,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,7,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],ASPHALTED FLOOR,1,3,NO,HALF OF THE DAY,SIGNIFICANTLY DECREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,CAN'T REMEMBER,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,30/06/2020,Yes,25-34,Jakarta,FEMALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,GALVANISED IRON,REINFORCED CONCRETE,CEMENT,6,3,YES,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,HOT,COMFORTABLE,INTOLERABLE,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,MAYBE,,,,MAYBE,,,,,,,,,,,,,IRRITABLE,ABOUT THE SAME,ABOUT THE SAME
Indonesia,02/07/2020,Yes,25-34,Jakarta,MALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,3,6,YES,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,EASIER,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,YES,,,,,,,,,,,,,,DON'T KNOW,NO,LESS
Indonesia,03/07/2020,Yes,35+,Jakarta,MALE,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,12,OTHER,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,2,DON'T KNOW,HALF OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,NEUTRAL,COMFORTABLE,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,REFUSED,ABOUT THE SAME,ABOUT THE SAME
Indonesia,30/06/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,CEILING FAN,INFORMAL CONNECTION,6,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,WOODEN SHINGLES,BAMBOO POLES OR WOOD,CEMENT,1,5,YES,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,HOT,HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,UNHAPPY,NO,ABOUT THE SAME
Indonesia,27/06/2020,Yes,18-24,Jakarta,FEMALE,Other[Specify],NO,CEILING FAN,INFORMAL CONNECTION,12,BOTTLES,SUPPLIED IN TANKS,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,1,5,YES,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,NEUTRAL,COOL,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,NO,,,,,,,,UNHAPPY,NO,ABOUT THE SAME
Indonesia,30/06/2020,Yes,18-24,Jakarta,MALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,4,4,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,COOL,WARM,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,NO,,,,,,,,,,DON'T KNOW,NO,MORE
Indonesia,06/07/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,4,DON'T KNOW,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,SLIGHTLY WARM,WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,CAN'T REMEMBER,,,MAYBE,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,07/07/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,24,BOTTLES,COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,8,6,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,NEUTRAL,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,MAYBE,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,01/07/2020,Yes,35+,Jakarta,MALE,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,OTHER,24,BOTTLES,OTHER,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CERAMIC TILES,2,12,YES,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,NEUTRAL,SLIGHTLY COOL,PERFECTLY TOLERABLE,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,NO,,,,,,,,,,YES,,,NO,,,,SHORT TEMPERED,NO,MORE
Indonesia,08/07/2020,Yes,25-34,Jakarta,FEMALE,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,OTHER,7,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,3,3,YES,HALF OF THE DAY,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,EASIER,HOT,HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,IRRITABLE,YES,MORE
Indonesia,01/07/2020,Yes,35+,Jakarta,MALE,PAID LABOR/WAGE,NO,TABLE FAN,OTHER,5,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,2,3,YES,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,COMFORTABLE,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,ABOUT THE SAME,MORE
Indonesia,02/07/2020,Yes,25-34,Jakarta,MALE,Other[Specify],NO,CEILING FAN,OTHER,18,OTHER,OTHER,3,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,4,4,DON'T KNOW,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,DON'T KNOW,NEUTRAL,COMFORTABLE,DON'T KNOW,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE
Indonesia,02/07/2020,Yes,35+,Jakarta,FEMALE,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,6,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,,,YES,,,,,,,YES,,,,,,,,,UNHAPPY,ABOUT THE SAME,MORE
Indonesia,06/07/2020,Yes,25-34,Jakarta,FEMALE,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,OTHER,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,GALVANISED IRON,REINFORCED CONCRETE,CERAMIC TILES,2,2,YES,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,HOT,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,NO,,,,,,,,YES,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME
