Country,OptInDate,AgeGroup,City,Gender,Occupation_raw,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,NormallyDo_raw,NormallyDo,YesPandemicChange_raw,YesPandemicChange,PandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Feelinghot,Experience_Feelingsweaty,Experience_Feelingthirsty,Experience_Fatigue,Experience_Headache,Experience_Clammyskin,Experience_Rash,Experience_Concentrationloss,Experience_Musclecramps,Experience_Muscleweakness,Experience_Dizziness,Experience_Nausea,Experience_Confusion,Experience_Irrationalbehaviour,Experience_Convulsions,Experience_Faintingbrieflossofconsciousness,Experience_Lossofconsciousnessextensive,Experience_Vomiting,Experience_Feelinglistlesslackofengagementwithsocialactivitiesfa,Experience_Poorqualityofsleep,Experience_DONTKNOW,Experience_REFUSED,ExperienceBeforeHeatFeelinghot,ExperienceBeforeHeatFeelingsweaty,ExperienceBeforeHeatFeelingthirsty,ExperienceBeforeHeatFatigue,ExperienceBeforeHeatHeadache,ExperienceBeforeHeatClammyskin,ExperienceBeforeHeatRash,ExperienceBeforeHeatConcentrationloss,ExperienceBeforeHeatMusclecramps,ExperienceBeforeHeatMuscleweakness,ExperienceBeforeHeatDizziness,ExperienceBeforeHeatNausea,ExperienceBeforeHeatConfusion,ExperienceBeforeHeatIrrationalbehaviour,ExperienceBeforeHeatConvulsions,ExperienceBeforeHeatFaintingbrieflossofconsciousness,ExperienceBeforeHeatLossofconsciousnessextensive,ExperienceBeforeHeatVomiting,ExperienceBeforeHeatFeelinglistlesslackofengagementwithsocialact,ExperienceBeforeHeatPoorqualityofsleep,FeelingMore,PhysicalConflict,HeatAffect,Language2
Pakistan,16-Jul-20,18-24,Karachi,FEMALE,House wife,HOUSEWIFE,NO,TABLE FAN,INFORMAL CONNECTION,12,BOTTLES,SUPPLIED IN TANKS,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,8,We use charging fan.,Use Air Coolers,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,VERY HOT,VERY HOT,VERY DIFFICULT TO TOLERATE,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,,,,YES,,,,,,,,IMPATIENT,NO,MORE,Urdu
Pakistan,15-Jul-20,25-34,Hyderabad,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,10,BOTTLES,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,12,Nothing,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,VERY HOT,VERY HOT,INTOLERABLE,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,YES,YES,,,,,,,,,,,,,,,,,SHORT TEMPERED,YES,LESS,Urdu
Pakistan,16-Jul-20,18-24,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,OTHER,SOLAR,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,10,It's hot in night as house is close so ventilation does occur.,Open ventilations,N/A,,NO,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,YES,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,7,Nothing.,Do nothing,N/A,,NO,HALF OF THE DAY,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,MAYBE,,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Karachi,MALE,Student,STUDENT,NO,CEILING FAN,SOLAR,13,BOTTLES,COMMUNAL OR STREET-END TAP,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,1,4,I take bath and go outside.,Spend More time outdoors,N/A,,NO,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,HOT,DON'T KNOW,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME,Urdu
Pakistan,16-Jul-20,25-34,Karachi,FEMALE,REFUSED,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,4,99,Refused,99,Refused,YES,OTHER,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,VERY HOT,VERY HOT,INTOLERABLE,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,YES,YES,,,,,,,,,,,,,,,,,,IRRITABLE,NO,MORE,Urdu
Pakistan,18-Jul-20,18-24,Karachi,FEMALE,Student,STUDENT,NO,CEILING FAN,SOLAR,12,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,5,She open doors and windows.,Open ventilations,N/A,,NO,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,THE SAME,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,14-Jul-20,18-24,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,7,OTHER,COMMUNAL OR STREET-END TAP,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,4,I take bath.,Taking a bath,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,VERY HOT,VERY DIFFICULT TO TOLERATE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,MAYBE,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,ABOUT THE SAME,Urdu
Pakistan,17-Jul-20,35+,Karachi,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,16,BOTTLES,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,3,8,I take bath.,Taking a bath,N/A,,NO,HALF OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,EASIER,SLIGHTLY COOL,HOT,INTOLERABLE,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,YES,YES,,CAN'T REMEMBER,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Urdu
Pakistan,16-Jul-20,18-24,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,SOLAR,16,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,17,If it's hot in night I take bath.,Taking a bath,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,HOT,SLIGHTLY WARM,PERFECTLY TOLERABLE,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,YES,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,17-Jul-20,18-24,Karachi,FEMALE,student,STUDENT,NO,TABLE FAN,INFORMAL CONNECTION,16,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,7,Nothing.,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,MAYBE,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,16-Jul-20,25-34,Karachi,FEMALE,Hose wife,HOUSEWIFE,NO,REFRIGERATOR,INFORMAL CONNECTION,14,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,REFUSED,REFUSED,REFUSED,4,7,She drinks cold water.,Drink cold water,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,WARM,HOT,INTOLERABLE,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,YES,YES,YES,,MAYBE,,,,NO,,,,MAYBE,MAYBE,,,,,NO,YES,FRUSTRATED,NO,MORE,Urdu
Pakistan,21-Jul-20,25-34,Karachi,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,CEILING FAN,SOLAR,7,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CLAY COAT,1,7,She takes bath.,Taking a bath,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,WARM,FAIRLY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,YES,YES,,YES,,,,,,,,YES,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME,Urdu
Pakistan,18-Jul-20,25-34,Hyderabad,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,11,BOTTLES,SUPPLIED IN TANKS,3,T-GIRDER,REINFORCED CONCRETE,ASPHALTED FLOOR,2,5,I drink juice.,Drink a beverage,N/A,,NO,HALF OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY COOL,VERY HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,YES,,,,,,,,FRUSTRATED,NO,LESS,Urdu
Pakistan,14-Jul-20,25-34,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,16,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,4,We take bath.,Taking a bath,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,CAN'T REMEMBER,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,16-Jul-20,25-34,Karachi,FEMALE,REFUSED,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,3,99,Refused,99,Refused,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,VERY HOT,VERY HOT,INTOLERABLE,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,YES,YES,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,14-Jul-20,18-24,Hyderabad,MALE,Student,STUDENT,NO,OTHER,SOLAR,16,BOTTLES,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,7,We use table fan in day.,Use Air Coolers,N/A,,NO,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,DON'T KNOW,NEUTRAL,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,YES,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,16-Jul-20,35+,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,3,BOTTLES,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,1,3,We use fan.,Use Air Coolers,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,EASIER,HOT,WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Karachi,MALE,Student,STUDENT,NO,CEILING FAN,INFORMAL CONNECTION,11,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,8,We sit in lawn.,Spend More time outdoors,N/A,,NO,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,WARM,INTOLERABLE,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,CAN'T REMEMBER,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,16-Jul-20,35+,Karachi,FEMALE,REFUSED,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,INFORMAL CONNECTION,23,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,4,99,Refused,99,Refused,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,VERY HOT,VERY HOT,INTOLERABLE,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,CAN'T REMEMBER,YES,YES,,YES,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE,Urdu
Pakistan,16-Jul-20,35+,Karachi,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,13,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CLAY COAT,1,6,She is available in day and opens window.,Open ventilations,N/A,,NO,HALF OF THE DAY,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,YES,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,18-Jul-20,25-34,Hyderabad,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,REINFORCED CONCRETE,CERAMIC TILES,2,7,Do nothing just wait.,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SIGNIFICANTLY INCREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,SLIGHTLY WARM,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,CAN'T REMEMBER,,,,,,,,,,,,,,,,,,,UNHAPPY,ABOUT THE SAME,LESS,Urdu
Pakistan,14-Jul-20,18-24,Karachi,MALE,Student,STUDENT,NO,CEILING FAN,SOLAR,24,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CLAY COAT,2,6,She turns on fan.,Use Air Coolers,N/A,,NO,HALF OF THE DAY,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,COOL,VERY HOT,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,16-Jul-20,25-34,Karachi,FEMALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,8,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,1,4,She just stay sit.,Spend More time indoors,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,VERY HOT,VERY HOT,VERY DIFFICULT TO TOLERATE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,,,,,,,,,UNHAPPY,NO,MORE,Urdu
Pakistan,17-Jul-20,25-34,Karachi,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,13,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CERAMIC TILES,3,11,Nothing,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,MAYBE,,,,,,,,,,,,,,,,,,DON'T KNOW,ABOUT THE SAME,ABOUT THE SAME,Urdu
Pakistan,18-Jul-20,25-34,Karachi,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,9,BOTTLES,COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,9,Nothing,Do nothing,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,VERY HOT,COLD,INTOLERABLE,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,YES,YES,YES,,,,,,,,,YES,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,18-Jul-20,35+,Karachi,FEMALE,REFUSED,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,CEILING FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,4,99,Refused,99,Refused,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,YES,,,,YES,,,,,,,,,,IMPATIENT,NO,MORE,Urdu
Pakistan,15-Jul-20,18-24,Hyderabad,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,4,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,WOODEN SHINGLES,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,2,10,I take bath.,Taking a bath,N/A,,NO,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,EASIER,VERY HOT,VERY HOT,INTOLERABLE,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,YES,YES,,,,,,,,,,YES,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,16-Jul-20,18-24,Hyderabad,FEMALE,house wife,HOUSEWIFE,NO,CEILING FAN,SOLAR,6,BOTTLES,SUPPLIED IN TANKS,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,7,We take bath.,Taking a bath,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,NEUTRAL,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,MAYBE,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,21-Jul-20,35+,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,12-VOLT BATTERY,7,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CLAY COAT,1,6,I go outside.,Spend More time outdoors,N/A,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,SLIGHTLY WARM,WARM,INTOLERABLE,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,,YES,YES,YES,YES,,,,,,,,YES,,,,,,,YES,FRUSTRATED,NO,MORE,Urdu
